Sentence,Sentiment
"L&G still paying price for dividend cut during crisis, chief says",negative
"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .",negative
Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,negative
Kalmar has been awarded a new 5-year contract to supply its Rough Terrain Container Handler RTCH .,positive
"The repo rate will gradually reach 2 % at the end of 2010 , according to Nordea 's Economic Outlook .",neutral
"$QCOM The indicator RSI is over 50, which stands at 56.1, an upward movement is expected. https://t.co/yfa9jcUsQa",positive
"Operating profit for the three-month period decreased from EUR1 .65 m while net sales increased from EUR14 .6 m , as compared to the corresponding period in 2005 .",negative
"A total of 38,244 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed on 19 April exercising the A-B-C options based on the company 's stock option plan 1999 .",neutral
"Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday it returned to a net profit of EUR 2.7 million USD 3.8 m for the first nine months of 2010 versus a net loss of EUR 579,000 for the same period of 2009 .",positive
`` The announced investment of the carmaker Hyundai for example sounds optimistically for us as of course new cars mean new tires . '',positive
Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005 .,neutral
The union filed a grievance over the company 's overtime assignment policies .,negative
Poyry has a good track record of major transportation projects in Latin America .,positive
"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .",positive
"The number of permanent reductions of clerical workers is 22 employees , of which 19 in Finland .",negative
"The plant will be fired with a combination of spruce bark , chipped logging residues or milled peat .",neutral
Net sales revenue per passenger is expected to increase .,positive
Standard Chartered's Shares Plunge 7% After Fitch Downgrade,negative
28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier .,positive
Operating profit of the Asian plants grew markedly .,positive
Pohjola will act as the manager of the issue and the bond will be listed on NASDAQ OMX Helsinki Ltd. .,neutral
CompaniesKingfisher bid for Mr Bricolage runs into trouble,negative
$DARA breaking out,positive
"In January-November 2009 , the group 's sales totalled EUR 7,801.7 mn , which was a drop of 12.6 % from the same period of 2008 .",negative
"The company is now intensifying its smelter operations and increasing its annual production capacity to 230,000 tonnes of copper .",positive
"The outsourced Scan and Capture solutions transfer paper invoices into electronic format , and Basware Business Transactions Service allows the customer to receive and send invoices in an electronic format .",neutral
"Net cash from operating activities was a negative EUR 0.3 mn , compared to EUR 30.9 mn in 2009 .",negative
"The record date for dividend distribution is March 14 , 2008 .",neutral
"Operating profit for the 12-month period decreased from EUR5 .4 m while net sales increased from EUR62 .0 m , as compared to the financial year 2004 .",negative
"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago .",positive
The employment contracts of 14 of the employees will end in March 2009 as a result of the company 's previous employer-employee talks .,negative
Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .,negative
"The relocation of Ragot has already started and will be completed in the next few weeks , with the Waterqueen and Tortue moves planned for mid-2008 and VMC Europe during the third quarter of 2008 .",neutral
"$VRTX Vertex. Monthly -lower hi/lower lo,  Long term uptrend intract so far",positive
"$DPZ broke out now of his bull flag channel and make new highs, but volume is very poor",positive
Componenta 's objective with this agreement is to increase business on its existing production lines .,positive
`` Our customer has been satisfied with Basware Invoice Automation solution and extends the implementation to new geographies .,positive
"At the moment , Valio is not worried , but if the ban continues for long , it may become quite a problem .",negative
`` Leipurin is a growing and rapidly internationalizing Group .,positive
"Sales in Finland decreased by 10.5 % in January , while sales outside Finland dropped by 17 % .",negative
"We are very pleased with the fine co-operation between the two countries in recent times , he said .",positive
"KAUKO-TELKO LTD PRESS RELEASE 19.06.2007 AT 14.00 1 ( 1 ) Telko Group ( Kauko-Telko ) is expanding its strategic partnership with BP Industrial Lubricants & Services ( BP ILS ) by acquiring total ownership of BP 's Swedish retail company , Molub-Alloy AB .",positive
The shipyard hopes the regional government in Andalusia can offer its some form of financial support .,neutral
"`` Neste Oil is working with over 20 research communities in Europe , America , Africa , Asia , and Australia to develop and introduce new raw materials .",positive
"Maglan Capital Up +20.84% In February, Long Fairpoint  http://stks.co/s1eQc $$ $FRP",positive
$SPY Tomorrow party time for the Bears!! $GOOG and $MSFT -5.5%,negative
Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .,negative
"Exports of goods fell by 59 % , and imports by 16.7 % .",negative
"The pulp production in Finnish Kemij+Ærvi will also be liquidated and about 1,100 employees loose their jobs .",negative
"At 12.01 pm , the OMX Helsinki 25 was down 0.66 pct to 3,143.57 and the OMX Helsinki was 0.67 pct lower at 10,530.74 on 253 mln eur turnover .",neutral
"Operating profit totalled EUR 0.4 mn , up from an operating loss of EUR 0.8 mn year-on-year .",positive
$TSLA is now up 57% from its February low. Amazing rebound.,positive
what #stocks large players are selling http://stks.co/t0Vel $CROX $GOGO $INO,negative
"Profit before taxes decreased by 9 % to EUR 187.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year earlier .",negative
"`` Following last year 's good profit development , we have entered the current year in a good position .",positive
EPS grew to 0.04 eur from 0.02 eur .,positive
"`` Beyond the improved voice capabilities , customers now have a streamlined way to comply with recalls and other traceability requirements , providing them with a competitive advantage .",positive
"In Q1 of 2009 , the company 's result before taxes from continuing operations , excluding non-recurring items , totalled EUR -0.4 mn , compared to EUR -0.1 mn in the corresponding period in 2008 .",negative
"`` There 's the issue of thieves stealing them from building sites , '' said Mr Smith .",negative
"Thus the method will cut working costs , and will fasten the planning and building processes .",positive
"Last month , Outokumpu sold more than 80 percent of its technology unit , Outokumpu Technology Oyj , to further its strategic goal of becoming the world 's largest stainless steel maker .",positive
$vxx adding to position here !,positive
- Cash flow from operating activities before investments was EUR 7.6 million EUR 2.5 million .,neutral
It delivers a different user experience and enables us to widen the market we can address . '',positive
The four-year contract between the bank and Ski Sport Finland will bring the bank 's advertisements to skiers helmets and caps .,neutral
Finnish component supplier Componenta Corporation OMX Helsinki : CTH1V said on Monday 16 June that it is changing its pricing cycle due to the increase of raw material prices .,neutral
"The Group , with net sales of EUR 235 million in 2009 , employs more than 2 000 people in 33 countries .",neutral
"Stora Enso R shares rose 1.20 pct to 11.84 eur , UPM-Kymmene was also dragged higher , rising 1.68 pct to 17.56 eur and M-Real B added 2.38 pct to 4.30 eur .",positive
"Finnish Metso Paper has been awarded a contract for the rebuild of Sabah Forest Industries ' ( SFI ) pulp mill in Sabah , Malaysia .",positive
City CU Welcomes DART Members DALLAS-City CU welcomes the members of DART FCU as they merge with City CU .,neutral
"Still short $LNG from $11.70 area...next stop could be down through $9.00. Someone slammed it hard with 230,000 shs this am! More to follow",negative
Stora Chief Executive Jouko Karvinen has described the Russian tariff hikes as a threat to the future of the forest products industry in Finland .,neutral
$JD down 20% in after-hour market. anyone care to explain why?,negative
"Biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of its own personnel .",negative
"On the other hand , Finnish sawmills ' production has decreased even more .",negative
"` Our strategic cooperation with Rentakran brings us new customers and already-working relationships with the authorities of the new territories , ' said Jarmo Laasanen , a senior manager at Cramo .",positive
"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .",negative
"More than 200 volunteers from Fiskars , the garden tool company , Home Depot ( NYSE : HD ) , the city of Baltimore and the neighborhood are working right now to create a garden sanctuary - in a single day .",positive
$ENDP being sued by FTC.....nobody will buy them with that hanging over their heads,negative
"At 12.59 pm , the OMX Helsinki 25 index was 0.32 pct lower at 2,694.81 .",neutral
"Finnish Larox has signed a contract with the Talvivaara Project for the delivery of filters to the Talvivaara nickel mine in Sotkamo , in Finland .",positive
Le Lay succeeds Walter G++nter and will be based in Finland .,neutral
"Risto Jalo , chief executive of Dormus Print and also owner of the remainder of the company , will keep his position after the acquisition .",neutral
"ADP News - Nov 6 , 2008 - Finnish retail software developer Aldata Solution Oyj OMX : ALD1V said today that it swung to a net profit of EUR 2.1 million USD 2.7 m for the first nine months of 2008 versus a net loss of EU",positive
VNH generates annual net sales of about 5 mln eur and employs 21 people .,neutral
"- Among other Finnish shares traded in the US , Stora Enso closed 0.33 pct lower at 12.11 eur , UPM-Kymmene was up 0.28 pct at 18.10 eur , and Metso was down 0.13 pct at 31.06 eur .",neutral
"According to Atria 's President and CEO Matti Tikkakoski , the company 's Swedish operations significantly improved in the first quarter .",positive
"2009 3 February 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR46m in the fourth quarter of 2009 from a year-earlier profit of EUR45m .",negative
Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn .,positive
RISING costs have forced packaging producer Huhtamaki to axe 90 jobs at its Hampshire manufacturing plant .,negative
Ramirent made 18 million kroons EUR 1.15 mln loss last year ; the year before the company was 7.3 million kroons in the black .,neutral
Altogether Finnair has canceled over 500 flights because of the strike .,negative
"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .",negative
Operating profit improved by 44.0 % to ER 4.7 mn from EUR 3.3 mn in 2004 .,positive
The insurer anticipates its share in Nordea 's net profit to be significant .,positive
The talks are aimed at restructuring operations and cutting costs .,positive
"Most of the permanent layoffs will be in the plywood and sawn timber sectors of the Finnish company 's operations at several domestic mills , where earlier this year it temporarily laid off some 1,200 workers to save costs .",negative
"Turun kaupunkin , Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work .",positive
As a result of the negotiations the employment of 130 blue - and white-collar employees at the Oulu plant would be terminated .,negative
Ramirent Finland is the domestic unit of machinery rental company Ramirent Oyj HEL : RMR1V .,neutral
"Excluding non-recurring items , pre-tax profit surged 45 % to EUR80m .",positive
The dismissed staff members will now take the matter to court unless it can be settled outside .,negative
Sales of mid-strength beer decreased by 40 % .,negative
"` Nordea 's definitely too big for Sampo to acquire , ' said an analyst ` But Sampo would appear to have an agenda for Nordea ahead of the privatisation .",neutral
The board of directors also proposed that a dividend of EUR0 .20 per outstanding share be paid .,neutral
"The Finnish company is building a 800,000 mt-year biodiesel plant in Singapore .",neutral
Danish company FLSmidth has acknowledged that it has violated a patent held by Finnish Metso .,negative
Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .,positive
Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .,positive
Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .,negative
"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations .",positive
"In addition , the production at the Varpaisj+_ rvi factory will be stopped at the beginning of April 2009 .",negative
Tesco leads FTSE higher on Clubcard bid reports,positive
@1nvestor: $SODA has a 42.71% Float Short. LoL  http://stks.co/e0DfP,negative
"Metsa-Botnia will finance the payment of dividends , the repayment of capital and the repurchase of its own shares with the funds deriving from its divestment of the Uruguay operations , and shares in Pohjolan Voima , and by utilising its existing financing facilities .",neutral
Finnish Outokumpu Technology has been awarded several new grinding technology contracts .,positive
"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .",negative
"Investors will continue being interested in the company 's share although it is not quite cheap , Affarsvarlden said .",positive
"Fiskars , the World 's  1 Scissors Brand TM , recently won Learning - Magazine 's 2011 Teachers ' Choice Award for the Classroom .",positive
Tesco share price dips as Blinkbox Books closes ending supermarket's digital ...,negative
"Finnish plumbing and heating systems supplier Uponor 's net sales in continuing business operations decreased to EUR 249.1 mn in July-September 2008 , compared to EUR 262.1 mn in the third quarter of 2007 .",negative
25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .,negative
Merkel's Government Said to Support Deutsche Boerse-LSE Merger,positive
$GS sells flat..I am out..,negative
"The inventors are Bylander Johan , Ponten Fredrik and Lundberg Jorgen .",neutral
"More than 14,000 customers were left powerless .",neutral
"( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. .",negative
"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .",negative
Finnish and Swedish construction markets are still experiencing an estimated 4 % annual growth in 2008 .,positive
"Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today it will temporarily lay off up to 200 people for a maximum of 90 day in Finland , aiming to achieve cost savings of EUR 1.7 million USD 2m in the second half of 2010 .",negative
"Finnish lifting equipment maker Kone Oyj said on October 4 , 2007 it won an order worth 15 mln euro $ 21.2 mln to deliver a total of 53 custom designed elevators to Norwegian shipbuilder Aker Yards ASA .",positive
$TSLA recall model X https://t.co/b7izYa4BuE,negative
The parties have agreed to negotiate definitive distribution and license agreements by the end of June 2010 .,positive
The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .,neutral
$SKX turning. Coming from far could go far. Stock price implies you pay nothing for the business,positive
"Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars .",negative
Donations to universities The Annual General Meeting authorized the Board of Directors to donate max .,neutral
"According to Swedish authorities , traces of the very toxic osmium tetroxide have been found on the coast of Per+ñmeri , the Northernmost part of the Gulf of Bothnia .",negative
BP joins forces with Det Norske in Norway,positive
RISING costs have forced packaging producer Huhtamaki to axe 90 jobs at its Hampshire manufacturing plant .,negative
The energy sector accounted for approximately 33 % and the steel industry for about 57 % of the transportation volume .,neutral
"$HPQ Says Breakup Will Cost Billions, but Sees Savings Too http://stks.co/p27hZ",negative
His resignation will take effect immediately .,neutral
A memorandum of understanding on cooperation between the Finnish Global Chemical Company KEMIRA and Vietnam National Chemicals Group ( Vinachem ) was signed on this occasion .,positive
"CDP was established on the initiative of institutional investors ; however , the annually published results also interest an increasing number of customers and other interest groups of the reporting companies .",neutral
"The new agreement , which expands a long-established cooperation between the companies , involves the transfer of certain engineering and documentation functions from Larox to Etteplan .",positive
"The personnel reduction will be carried out in Anjalankoski , Hollola , Jyvaskyla , Jarvenpaa , Karhula , Turku and Valkeakoski units .",negative
"At 12.59 pm , the OMX Helsinki 25 index was 0.32 pct lower at 2,694.81 .",negative
"At 10.33 am , Huhtamaki was the market 's biggest faller , 8.69 pct lower at 11.35 eur , while the OMX Helsinki 25 was 0.32 pct higher at 3,332.41 , and the OMX Helsinki was up 0.47 pct at 11,687.32 .",neutral
The terms of the aforementioned funding are considerably below the Bank 's current CDS levels in the market and have a maturity ranging from 1 to 7.5 years .,negative
"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .",negative
Sales in Finland rose by 3.9 % and international growth was 0.7 % .,positive
"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",negative
"Sales in Finland decreased by 2.0 % , and international sales decreased by 9.3 % in terms of euros , and by 15.1 % in terms of local currencies .",negative
Sponda Plc 's Annual General Meeting decided on 23 March 2005 to establish a Shareholders ' Nomination Committee to prepare proposals for the Annual General Meeting in 2006 on the composition of the Board of Directors and their remuneration .,neutral
The costs of the new ropax vessels are 30 % lower than those of the present ones .,positive
Nordea sees a return to positive growth for the Baltic countries in 2011 .,positive
"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .",negative
"Raisio 's bid to buy Glisten is a `` win-win '' deal for both companies , the chairman of the UK snacks firm told just-food today 10 February .",positive
"As capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points .",negative
"Key price to watch in $NFLX, off the previous double top reject, 218.23 http://stks.co/sIYn",negative
Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 .,negative
$SPY http://stks.co/1MiR We're holding above Wednesday and Thursday closes. I'm leaning bullish. Small postions. Waiting.,positive
"` The stable outlook reflects Nokia 's strong market position in the global mobile handset market , strong cash flow generation , and very conservative balance sheet , ' said Raab .",positive
"#Apple breaks major support, here are some levels to watch - http://stks.co/jRmW $AAPL $QQQ",negative
The company said that the fall in turnover had been planned .,neutral
Metso estimates the need for personnel reductions to amount to 25 people .,negative
The actions are expected to deliver annual cost savings of some EUR15-20m .,positive
"When open next year , it will be the largest facility in the world to produce diesel fuel from renewable feedstock such as palm oil and animal fat .",positive
The company aims to maintain this trend in profitability during the current year .,positive
$GOOGL gets an upgrade price target $970,positive
The company 's share is quoted on NASDAQ OMX Helsinki Rautaruukki Oyj : RTRKS .,neutral
Capital base and capital adequacy measurement is based on approaches under Basel II .,neutral
The solution will now be expanded to include all ground staff tasks .,neutral
"Finland 's national carrier Finnair PLC carried a record 8.5 million passengers in 2005 , an increase of 4.5 percent on the previous year , the airline reported Tuesday .",positive
"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",positive
Incap Contract Manufacturing Services Private Limited has inked agreements with six new customers in India .,positive
"The report also said Nokia 's operations comprising the sites at Bochum , Ulm , Dusseldorf , Munich and Frankfurt posted operating profit after interest of 246 mln eur .",neutral
"Cargotec 's brands , Hiab , Kalmar and MacGREGOR , are global market leaders in their fields and their solutions are used on land and at sea - wherever cargo is on the move .",neutral
"In Finland , snow storms brought trees down on power lines , cutting off electricity for some 2,000 households .",negative
"- The Group 's sales during the period were EUR 37.5 million ( EUR 48.2 million , 1-9/2008 ) and result before taxes was a loss of EUR -3.5 ( +1.2 ) million .",negative
"`` The margarine business has been put into good shape in the last two years , making it a natural addition to Bunge , which is looking to leverage its position in the Central and Northern European markets , '' Raisio CEO Matti Rihko said in a statement .",positive
"The disposal of Autotank will also strengthen Aspo 's capital structure , '' commented Gustav Nyberg , CEO of Aspo .",positive
The contract is worth some EUR 1 million .,neutral
"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .",negative
"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",negative
"$SLV POS, been saying it for 2 years. Going lower. Forget about it or go short.",negative
"POYRY PLCCompany Announcement 10 December 2010 at 4.10 p.m. Pursuant to Poyry PLC 's stock option program 2004 , 63 792 new shares of the company have been subscribed since 27 October 2010 with stock options 2004B .",neutral
BHP Billiton drags FTSE lower after slashing dividend,negative
The company said it estimates to make a slight profit thanks to cost-cutting measures .,positive
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",negative
"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",negative
The contract includes an option to deliver an additional 75 ASCs in the next phases of the project .,neutral
"Biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of its own personnel .",negative
Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,negative
"Customers wave cards in front of the reader to make payments , similar to `` touch and go '' cards used in transport systems .",neutral
"Revenue was slightly down , at  x20ac 495 million $ 634 million , compared to  x20ac 497 million a year earlier .",negative
"( ADP News ) - Feb 12 , 2009 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007 .",positive
"Okmetic 's products are based on high-tech expertise that generates added value for customers , innovative product development and an extremely efficient production process .",positive
"The stock price rose 70.0 ores or 0.9 % to close at SEK77 .65 , ending a two-day streak of losses .",positive
TELE2 Affarsvarlden gave a `` buy '' recommendation on mobile operator Tele2 AB and a share price target of 142 crowns ( $ 23.54 - 15.19 euro ) .,positive
"Finnish plumbing and heating systems supplier Uponor 's net sales from continuing operations decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 .",negative
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million .",positive
"As a result of these transactions , the aggregate holdings of Burrill Life Sciences Capital Fund , L.P. has decreased below 5 per cent of the total number of shares and votes of the Company .",negative
"In the Homeware area , Fiskars provides leading branded products for home , kitchen , and interior design .",positive
Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .,positive
Lloyds Banking Group's share price lifts amid reports bank is poised to axe hundreds of UK jobs,positive
#FusionIQ NEW Positive Timing Signal on $SBUX Today https://t.co/9ImlXz4YNa Please Retweet #Signals,positive
Our Canned-preserved food in Finland report offers a comprehensive guide to the size and shape of the market at a national level .,neutral
"ALEXANDRIA , Va. , March 15 -- Jaakko Vilo of Turku , Finland , has developed a panel press .",neutral
Teleste and Sentry 360 have formed an integration partnership between Sentry s advanced 360-degree immersive camera product line and Teleste s enterprise video management systems .,positive
The first stage of the contract covers 133 stores and 600 cash registers .,neutral
The implementation of the deal is subject to the approval by the Finnish Competition Authority .,neutral
"In the first half of 2008 , the Bank 's operating profit fell to EUR 11.8 mn from EUR 18.9 mn , while net interest income increased to EUR 20.9 mn from EUR 18.8 mn in the first half of 2007 .",negative
A filter is used to pre-process packets to determine if they need to be further processed by the processor of the network device .,neutral
Today the orange scissors are the iconic symbol of the excellent ergonomic design and superior quality associated with every product from Fiskars .,neutral
Managing Director Timo Kohtam+ñki of Lemmink+ñinen Infra nevertheless points out the continued need for infrastructure construction in the Baltic markets .,neutral
Finnish sports equipment company Amer Sports said it has decided to lay off 370 workers from its Salomon division in France .,negative
"( ADP News ) - Feb 9 , 2009 - Finnish computer services company Proha Oyj ( HEL : ART1V ) said today its net loss narrowed to EUR 113,000 ( USD 146,000 ) for 2008 from EUR 1.2 million for 2007 .",positive
"Jun. 14 , 2009 ( AOL Weblogs delivered by Newstex ) -- Looks like the E71 is about to be upstaged as Nokia 's ( NYSE : NOK ) premier business-class smartphone -- someone in Espoo 's just hit the corporate YouTube account with this promo video for an E72 .",neutral
Scanfil will execute the temporary lay-offs by mid-October 2009 and the job cuts by March 2010 .,negative
Relief for Lewis as Tesco sees sales grow for first time in a year,positive
"It is Estonia 's second-largest meat processing company by market share ( according to AC Nielsen 's 2008 data , 13 percent ) .",neutral
"UPDATE: EasyJet Passenger Numbers, Aer Lingus Traffic Up In February",positive
HELSINKI AFX - Outokumpu said its technology unit has won a 28 mln eur contract from Bosnia-Herzegovina 's Aluminij dd Mostar to upgrade an anode plant .,positive
"Forestries were also higher , driven by yesterday 's bullish analyst comment on Stora Enso in Dagens Industri , dealers said .",positive
`` The trend in the sports and leisure markets was favorable in the first months of the year .,positive
Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland .,positive
Cash Flow from Operations for the most recent quarter also reached a eight year low .,neutral
"$KNDI #China #ElectricCar maker. China car sales +7.8%. Also, may feed off $TSLA momentum run lately.",positive
"( ADP News ) - Feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said today its net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007 .",neutral
"Nokia shares hit 13.21 euros on Friday , down 50 percent from the start of the year in part because of the slow introduction of touch-screen models .",negative
"that was quick, out $FIO 21.35, market tanking, scaling down longs now",negative
"In addition , Kone signed a two-year maintenance contract for the escalators .",positive
CompaniesAB InBev signals it won't go hostile for SABMiller,positive
"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 .",negative
The net sales decreased to EUR 49.8 million from EUR 59.9 million .,negative
The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes .,neutral
Finnish department store group Stockmann is planning to acquire about EUR 141mn through a directed issue and a rights offering .,neutral
Also the development of online businesses will continue .,neutral
`` The acquisition of Elektros Pavara completes KONE 's market expansion strategy in the Baltic Countries .,positive
"In addition , a further 29 employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed .",neutral
M. and a Master of Business Administration MBA .,neutral
Operating profit improved to EUR 20.3 mn from EUR 11.4 mn .,positive
$TSLA You have to love these types of articles. SS interest rose on 12/15 on day before we hit our lows. http://stks.co/c1QKr,negative
"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .",negative
The sellers were the founders of the company .,neutral
He also mentions that this improvement to the service follows the recent expansion of the Finnlines service from Bilbao via Antwerp and Helsinki and from Hull via Helsinki to St. Petersburg .,positive
End Of Day Scan: Bullish MA  Crossovers $BBVA $PDS $NTLS $NGL $SBRCY $FGL $MTNOY $TTT  www.dailystockplays.com,positive
"Sales at the Tiimari business went down by 8 % to EUR 11.8 million , while Gallerix stores saw 29 % growth to EUR 2 million .",negative
AstraZeneca's MedImmune Inks Licensing Deal With Omnis Pharmaceuticals,positive
"Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom .",positive
"Tornio Works employs 2,300 of whom more than 1,800 have been in the scope of the fixed-period or part-time temporary layoffs in April-October period .",neutral
"HELSINKI AFX - Salcomp , the mobile phone charger manufacturer , said it has appointed Markku Hangasjarvi as its new CEO , following the resignation of Mats Eriksson .",neutral
"SDM offers general rental equipment , aluminium scaffolding , power generator and hoists to customers in the construction sector .",neutral
"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 .",positive
"We are honored to be recognized by Gartner as a specialist in Business Process Modeling and Analysis , in the company of many of the largest software vendors in the world .",positive
Operating profit decreased to EUR 11.2 mn from EUR 16.6 mn .,neutral
"Originally posted to the PCMag.com security blog , Security Watch .",neutral
$TWTR sad the only thing to move this is a takeover rumor only to be sold off next day !,negative
Hobby Hall 's sales decrease 26 pct due to implementing a new information system that involved changing in the principal of posting sales .,neutral
"In a note to clients published , the Dutch broker described the company 's third quarter results as ` soft ' , although it also noted that Elcoteq retained its guidance , dealers said .",neutral
"Due to market conditions , the company will also temporarily lay off about 3,200 people at different sites .",negative
It also turned in earnings per share ( EPS ) of EUR 0.44 versus loss per share of EUR 2.26 .,positive
The order was worth EUR 8mn .,neutral
The deal strengthens Ramirent 's position especially in the industrial sector and in large investment projects .,positive
"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes .",negative
TalkTalk hires BAE Systems to investigate cyber attack,negative
Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 .,positive
EB announced in its stock exchange release on November 18th 2008 that J.T. Bergqvist has resigned from the chairmanship and membership of the Board of EB .,negative
"$SPY Less than 0.2% down and people are calling it bearish. Some heading for exits already. Maybe 1% down will be ""the crash""? Disturbing!",negative
WPP wins race for 'programmatic buying' agency Essence Digital,positive
"Efore 's presence here also opens up new and interesting development opportunities for our students , '' the dean of the Faculty of Electronics , Communications and Automation at TKK said .",positive
The veneer and plywood industry in Sweden is quite small despite the raw material resources .,neutral
"Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 .",negative
The company said that the fall in turnover had been planned .,negative
"The core of Solidium 's investment strategy is proper , value enhancing asset management of the current holdings .",positive
